entidad,municipio,seccion,section_id,pan_2021_votos,total_2021,pct_pan_2021,source_rows_2021
11,020,1261,110201261,873,1600,54.5625,7
11,020,1262,110201262,243,397,61.20906801007556,2
11,020,1263,110201263,309,478,64.64435146443515,2
11,020,1264,110201264,322,479,67.22338204592901,2
11,020,1265,110201265,708,1330,53.23308270676692,6
11,020,1266,110201266,452,997,45.336008024072214,4
11,020,1267,110201267,1117,1967,56.786985256736145,7
11,020,1269,110201269,1425,2316,61.52849740932642,8
11,020,1270,110201270,283,681,41.55653450807636,3
11,020,1271,110201271,283,649,43.6055469953775,2
11,020,1272,110201272,344,714,48.17927170868347,3
11,020,1273,110201273,245,569,43.05799648506151,3
11,020,1274,110201274,1112,1647,67.51669702489374,4
11,020,1275,110201275,361,641,56.31825273010921,3
11,020,1276,110201276,992,1918,51.72054223149114,9
11,020,1277,110201277,980,1753,55.90416428978894,6
11,020,1279,110201279,1203,1916,62.78705636743215,5
11,020,1280,110201280,276,548,50.36496350364964,2
11,020,1281,110201281,990,1320,75.0,3
11,020,1283,110201283,1953,2723,71.72236503856041,6
11,020,1286,110201286,733,1150,63.73913043478261,3
11,020,1287,110201287,880,1408,62.5,4
11,020,1288,110201288,473,749,63.150867823765026,2
11,020,1289,110201289,383,748,51.20320855614974,3
11,020,1290,110201290,234,306,76.47058823529412,1
11,020,1291,110201291,232,309,75.08090614886731,1
11,020,1292,110201292,682,1007,67.72591857000994,3
11,020,1293,110201293,329,585,56.23931623931624,2
11,020,1294,110201294,263,530,49.62264150943396,2
11,020,1295,110201295,337,646,52.1671826625387,2
11,020,1296,110201296,274,447,61.297539149888145,2
11,020,1297,110201297,1090,2156,50.55658627087198,9
11,020,1298,110201298,859,1517,56.62491760052736,5
11,020,1299,110201299,243,445,54.606741573033716,2
11,020,1300,110201300,572,923,61.97183098591549,3
11,020,1301,110201301,447,729,61.31687242798354,2
11,020,1302,110201302,211,403,52.357320099255574,2
11,020,1303,110201303,273,556,49.10071942446043,2
11,020,1304,110201304,2967,4234,70.07557864903164,10
11,020,1305,110201305,212,431,49.187935034802784,2
11,020,1306,110201306,319,604,52.81456953642384,2
11,020,1307,110201307,334,608,54.93421052631579,2
11,020,1308,110201308,804,1601,50.21861336664585,6
11,020,1309,110201309,536,1201,44.62947543713572,5
11,020,1310,110201310,595,1067,55.763823805060916,4
11,020,1311,110201311,267,445,60.0,1
11,020,1312,110201312,424,825,51.39393939393939,3
11,020,1313,110201313,496,603,82.25538971807629,2
11,020,1314,110201314,659,888,74.21171171171171,2
11,020,1315,110201315,298,495,60.2020202020202,2
11,020,1316,110201316,366,605,60.49586776859505,2
11,020,1317,110201317,309,559,55.27728085867621,2
11,020,1318,110201318,224,447,50.11185682326622,2
11,020,1319,110201319,244,508,48.031496062992126,2
11,020,1320,110201320,497,887,56.0315670800451,4
11,020,1321,110201321,234,476,49.159663865546214,2
11,020,1322,110201322,951,1858,51.184068891280944,8
11,020,1323,110201323,499,1015,49.162561576354676,4
11,020,1324,110201324,274,575,47.65217391304348,2
11,020,1325,110201325,223,450,49.55555555555556,2
11,020,1326,110201326,238,470,50.638297872340424,2
11,020,1327,110201327,239,382,62.56544502617801,1
11,020,1328,110201328,351,569,61.6871704745167,2
11,020,1329,110201329,382,531,71.939736346516,2
11,020,1330,110201330,399,683,58.41874084919473,2
