entidad,municipio,municipio_nombre,seccion,section_id,distrito_local,distrito_federal
11,020,LEON,3017,110203017,5,
11,020,LEON,3018,110203018,5,
11,020,LEON,3019,110203019,5,
11,020,LEON,3020,110203020,5,
11,020,LEON,3021,110203021,5,
11,020,LEON,3022,110203022,5,
11,020,LEON,3023,110203023,5,
11,020,LEON,3024,110203024,5,
11,020,LEON,3025,110203025,5,
11,020,LEON,3026,110203026,5,
11,020,LEON,3027,110203027,5,
11,020,LEON,3028,110203028,5,
11,020,LEON,3029,110203029,5,
11,020,LEON,3030,110203030,5,
11,020,LEON,3031,110203031,6,
11,020,LEON,3032,110203032,6,
11,020,LEON,3033,110203033,6,
11,020,LEON,3034,110203034,6,
11,020,LEON,3035,110203035,6,
11,020,LEON,3036,110203036,6,
11,020,LEON,3037,110203037,6,
11,020,LEON,3038,110203038,6,
11,020,LEON,3039,110203039,6,
11,020,LEON,3040,110203040,6,
11,020,LEON,3041,110203041,6,
11,020,LEON,3042,110203042,6,
11,020,LEON,3043,110203043,6,
11,020,LEON,3044,110203044,6,
11,020,LEON,3045,110203045,6,
11,020,LEON,3046,110203046,6,
11,020,LEON,3047,110203047,6,
11,020,LEON,3048,110203048,6,
11,020,LEON,3049,110203049,6,
11,020,LEON,3050,110203050,6,
11,020,LEON,3051,110203051,6,
11,020,LEON,3052,110203052,6,
11,020,LEON,3053,110203053,6,
11,020,LEON,3054,110203054,6,
11,020,LEON,3055,110203055,6,
11,020,LEON,3056,110203056,6,
11,020,LEON,3057,110203057,6,
11,020,LEON,3058,110203058,6,
11,020,LEON,3059,110203059,6,
11,020,LEON,3060,110203060,6,
11,020,LEON,3061,110203061,6,
11,020,LEON,3062,110203062,6,
11,020,LEON,3063,110203063,6,
11,020,LEON,3064,110203064,6,
11,020,LEON,3065,110203065,6,
11,020,LEON,3066,110203066,6,
11,020,LEON,3067,110203067,6,
11,020,LEON,3068,110203068,6,
11,020,LEON,3069,110203069,6,
11,020,LEON,3070,110203070,6,
11,020,LEON,3071,110203071,6,
11,020,LEON,3072,110203072,6,
11,020,LEON,3073,110203073,6,
11,020,LEON,3074,110203074,6,
11,020,LEON,3075,110203075,6,
11,020,LEON,3076,110203076,6,
11,020,LEON,3077,110203077,6,
11,020,LEON,3078,110203078,6,
11,020,LEON,3079,110203079,6,
11,020,LEON,3080,110203080,6,
11,020,LEON,3081,110203081,6,
11,020,LEON,3082,110203082,6,
11,020,LEON,3083,110203083,6,
11,020,LEON,3084,110203084,6,
11,020,LEON,3085,110203085,6,
11,020,LEON,3086,110203086,6,
11,020,LEON,3087,110203087,6,
11,020,LEON,3088,110203088,6,
11,020,LEON,3089,110203089,6,
11,020,LEON,3090,110203090,6,
11,020,LEON,3091,110203091,6,
11,020,LEON,3092,110203092,6,
11,020,LEON,3093,110203093,6,
11,020,LEON,3094,110203094,6,
11,020,LEON,3095,110203095,6,
11,020,LEON,3096,110203096,6,
11,020,LEON,3097,110203097,6,
11,020,LEON,3098,110203098,6,
11,020,LEON,3099,110203099,6,
11,020,LEON,3100,110203100,6,
11,020,LEON,3101,110203101,6,
11,020,LEON,3121,110203121,11,
11,020,LEON,3122,110203122,11,
11,020,LEON,3123,110203123,11,
11,020,LEON,3124,110203124,11,
11,020,LEON,3125,110203125,11,
11,020,LEON,3126,110203126,11,
11,020,LEON,3127,110203127,11,
11,020,LEON,3128,110203128,11,
11,020,LEON,3129,110203129,11,
11,020,LEON,3130,110203130,11,
11,020,LEON,3131,110203131,6,
11,020,LEON,3132,110203132,6,
11,020,LEON,3133,110203133,6,
11,020,LEON,3134,110203134,6,
11,020,LEON,3135,110203135,6,
11,020,LEON,3136,110203136,6,
11,020,LEON,3137,110203137,6,
11,020,LEON,3138,110203138,6,
11,020,LEON,3139,110203139,6,
11,020,LEON,3140,110203140,6,
11,020,LEON,3141,110203141,6,
11,020,LEON,3142,110203142,6,
11,020,LEON,3143,110203143,6,
11,020,LEON,3144,110203144,6,
11,020,LEON,3145,110203145,6,
11,020,LEON,3146,110203146,6,
11,020,LEON,3147,110203147,6,
