entidad,municipio,seccion,section_id,municipio_nombre,distrito_local,distrito_federal,pan_2018_votos,pan_2021_votos,total_2018,total_2021,pct_pan_2018,pct_pan_2021,delta_pan_pp,has_data,issue_type,vote_share_bin,delta_bin,bivariate_class,source_rows_2018,source_rows_2021
11,020,3217,110203217,LEON,3,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3218,110203218,LEON,3,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3219,110203219,LEON,5,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3220,110203220,LEON,5,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3221,110203221,LEON,5,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3222,110203222,LEON,5,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3223,110203223,LEON,5,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3224,110203224,LEON,6,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3225,110203225,LEON,6,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3226,110203226,LEON,6,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3227,110203227,LEON,6,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3228,110203228,LEON,6,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3229,110203229,LEON,6,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3230,110203230,LEON,6,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3243,110203243,LEON,11,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3244,110203244,LEON,11,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3245,110203245,LEON,11,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3246,110203246,LEON,11,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3247,110203247,LEON,11,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3248,110203248,LEON,11,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3249,110203249,LEON,11,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3270,110203270,LEON,6,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3271,110203271,LEON,6,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3278,110203278,LEON,11,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3279,110203279,LEON,11,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3280,110203280,LEON,11,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3281,110203281,LEON,11,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3282,110203282,LEON,11,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3283,110203283,LEON,11,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3284,110203284,LEON,11,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3285,110203285,LEON,11,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3286,110203286,LEON,11,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3287,110203287,LEON,11,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3288,110203288,LEON,11,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3289,110203289,LEON,11,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3319,110203319,LEON,3,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3320,110203320,LEON,3,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3321,110203321,LEON,3,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3322,110203322,LEON,3,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3323,110203323,LEON,3,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3324,110203324,LEON,3,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3325,110203325,LEON,3,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3326,110203326,LEON,3,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3327,110203327,LEON,3,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3328,110203328,LEON,3,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3329,110203329,LEON,3,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3330,110203330,LEON,3,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3331,110203331,LEON,3,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3332,110203332,LEON,3,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3333,110203333,LEON,3,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3334,110203334,LEON,3,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3335,110203335,LEON,5,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3336,110203336,LEON,5,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3337,110203337,LEON,5,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3338,110203338,LEON,5,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3339,110203339,LEON,5,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3340,110203340,LEON,5,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3341,110203341,LEON,5,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3342,110203342,LEON,5,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3343,110203343,LEON,5,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3344,110203344,LEON,5,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3345,110203345,LEON,5,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3346,110203346,LEON,5,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3347,110203347,LEON,5,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3348,110203348,LEON,5,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3349,110203349,LEON,5,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3350,110203350,LEON,5,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3351,110203351,LEON,5,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3352,110203352,LEON,5,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3353,110203353,LEON,5,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3354,110203354,LEON,5,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3355,110203355,LEON,5,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3356,110203356,LEON,5,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3357,110203357,LEON,5,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3358,110203358,LEON,5,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3359,110203359,LEON,6,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3360,110203360,LEON,6,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3361,110203361,LEON,6,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3362,110203362,LEON,6,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3363,110203363,LEON,6,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3364,110203364,LEON,6,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3365,110203365,LEON,6,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3366,110203366,LEON,6,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3367,110203367,LEON,6,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3368,110203368,LEON,6,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3369,110203369,LEON,6,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3370,110203370,LEON,6,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3371,110203371,LEON,6,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3372,110203372,LEON,6,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3384,110203384,LEON,11,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3385,110203385,LEON,11,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3386,110203386,LEON,11,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3387,110203387,LEON,11,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3388,110203388,LEON,11,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3389,110203389,LEON,11,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3390,110203390,LEON,11,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3391,110203391,LEON,11,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3392,110203392,LEON,11,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3393,110203393,LEON,11,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3394,110203394,LEON,11,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3395,110203395,LEON,11,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3396,110203396,LEON,11,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3397,110203397,LEON,11,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3398,110203398,LEON,11,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
11,020,3399,110203399,LEON,11,,,,,,,,,False,missing_both,no_data,no_data,no_data,,
