section_id,in_ine_geometry,in_edmslm,in_2018,in_2021,join_status,issue_type
110203284,True,True,False,False,no_electoral,missing_2018;missing_2021
110203285,True,True,False,False,no_electoral,missing_2018;missing_2021
110203286,True,True,False,False,no_electoral,missing_2018;missing_2021
110203287,True,True,False,False,no_electoral,missing_2018;missing_2021
110203288,True,True,False,False,no_electoral,missing_2018;missing_2021
110203289,True,True,False,False,no_electoral,missing_2018;missing_2021
110203319,True,True,False,False,no_electoral,missing_2018;missing_2021
110203320,True,True,False,False,no_electoral,missing_2018;missing_2021
110203321,True,True,False,False,no_electoral,missing_2018;missing_2021
110203322,True,True,False,False,no_electoral,missing_2018;missing_2021
110203323,True,True,False,False,no_electoral,missing_2018;missing_2021
110203324,True,True,False,False,no_electoral,missing_2018;missing_2021
110203325,True,True,False,False,no_electoral,missing_2018;missing_2021
110203326,True,True,False,False,no_electoral,missing_2018;missing_2021
110203327,True,True,False,False,no_electoral,missing_2018;missing_2021
110203328,True,True,False,False,no_electoral,missing_2018;missing_2021
110203329,True,True,False,False,no_electoral,missing_2018;missing_2021
110203330,True,True,False,False,no_electoral,missing_2018;missing_2021
110203331,True,True,False,False,no_electoral,missing_2018;missing_2021
110203332,True,True,False,False,no_electoral,missing_2018;missing_2021
110203333,True,True,False,False,no_electoral,missing_2018;missing_2021
110203334,True,True,False,False,no_electoral,missing_2018;missing_2021
110203335,True,True,False,False,no_electoral,missing_2018;missing_2021
110203336,True,True,False,False,no_electoral,missing_2018;missing_2021
110203337,True,True,False,False,no_electoral,missing_2018;missing_2021
110203338,True,True,False,False,no_electoral,missing_2018;missing_2021
110203339,True,True,False,False,no_electoral,missing_2018;missing_2021
110203340,True,True,False,False,no_electoral,missing_2018;missing_2021
110203341,True,True,False,False,no_electoral,missing_2018;missing_2021
110203342,True,True,False,False,no_electoral,missing_2018;missing_2021
110203343,True,True,False,False,no_electoral,missing_2018;missing_2021
110203344,True,True,False,False,no_electoral,missing_2018;missing_2021
110203345,True,True,False,False,no_electoral,missing_2018;missing_2021
110203346,True,True,False,False,no_electoral,missing_2018;missing_2021
110203347,True,True,False,False,no_electoral,missing_2018;missing_2021
110203348,True,True,False,False,no_electoral,missing_2018;missing_2021
110203349,True,True,False,False,no_electoral,missing_2018;missing_2021
110203350,True,True,False,False,no_electoral,missing_2018;missing_2021
110203351,True,True,False,False,no_electoral,missing_2018;missing_2021
110203352,True,True,False,False,no_electoral,missing_2018;missing_2021
110203353,True,True,False,False,no_electoral,missing_2018;missing_2021
110203354,True,True,False,False,no_electoral,missing_2018;missing_2021
110203355,True,True,False,False,no_electoral,missing_2018;missing_2021
110203356,True,True,False,False,no_electoral,missing_2018;missing_2021
110203357,True,True,False,False,no_electoral,missing_2018;missing_2021
110203358,True,True,False,False,no_electoral,missing_2018;missing_2021
110203359,True,True,False,False,no_electoral,missing_2018;missing_2021
110203360,True,True,False,False,no_electoral,missing_2018;missing_2021
110203361,True,True,False,False,no_electoral,missing_2018;missing_2021
110203362,True,True,False,False,no_electoral,missing_2018;missing_2021
110203363,True,True,False,False,no_electoral,missing_2018;missing_2021
110203364,True,True,False,False,no_electoral,missing_2018;missing_2021
110203365,True,True,False,False,no_electoral,missing_2018;missing_2021
110203366,True,True,False,False,no_electoral,missing_2018;missing_2021
110203367,True,True,False,False,no_electoral,missing_2018;missing_2021
110203368,True,True,False,False,no_electoral,missing_2018;missing_2021
110203369,True,True,False,False,no_electoral,missing_2018;missing_2021
110203370,True,True,False,False,no_electoral,missing_2018;missing_2021
110203371,True,True,False,False,no_electoral,missing_2018;missing_2021
110203372,True,True,False,False,no_electoral,missing_2018;missing_2021
110203384,True,True,False,False,no_electoral,missing_2018;missing_2021
110203385,True,True,False,False,no_electoral,missing_2018;missing_2021
110203386,True,True,False,False,no_electoral,missing_2018;missing_2021
110203387,True,True,False,False,no_electoral,missing_2018;missing_2021
110203388,True,True,False,False,no_electoral,missing_2018;missing_2021
110203389,True,True,False,False,no_electoral,missing_2018;missing_2021
110203390,True,True,False,False,no_electoral,missing_2018;missing_2021
110203391,True,True,False,False,no_electoral,missing_2018;missing_2021
110203392,True,True,False,False,no_electoral,missing_2018;missing_2021
110203393,True,True,False,False,no_electoral,missing_2018;missing_2021
110203394,True,True,False,False,no_electoral,missing_2018;missing_2021
110203395,True,True,False,False,no_electoral,missing_2018;missing_2021
110203396,True,True,False,False,no_electoral,missing_2018;missing_2021
110203397,True,True,False,False,no_electoral,missing_2018;missing_2021
110203398,True,True,False,False,no_electoral,missing_2018;missing_2021
110203399,True,True,False,False,no_electoral,missing_2018;missing_2021
